Date;1COV;ADS;ALV;BAS;BAYN;BEI;BMW;CON;DAI;DB1;DBK;DPW;DTE;EOAN;FME;FRE;HEI;HEN3;IFX;LHA;LIN;MRK;MUV2;RWE;SAP;SIE;TKA;VNA;VOW3;WDI
2019-03-01;0,0483870958;0,0473632659;0,0589378134;0,0550430015;0,0646616992;-0,0577054412;0,0155932475;0,0539659315;0,0121951029;-0,0391229827;0,0551282051;0,0670022851;0,0221674877;0,0030832477;0,0722891589;0,090530493;0,0796430271;0,0472366556;0,0028307257;0,0216606047;0,0811001393;0,0026133059;0,0672139887;-0,0050575172;0,0416115351;0,01338631;-0,145483871;-0,0364044719;0,0231556411;-0,1682114178
2019-04-01;-0,0214990134;0,0174825175;0,0193680074;-0,0128946641;-0,1923729156;0,1360874434;-0,0702270075;-0,0618556701;-0,0060240965;0,0268456376;-0,1082624544;0,0620690041;0,0220998279;0,0203893443;0,0443676475;0,0090452462;-0,008876554;0,0297699594;-0,0762125185;-0,1316254033;0,0195694712;0,1066463921;0,0245192596;0,1095194598;0,0914485189;-0,000412807;-0,0562476406;0,0806902733;-0,0636841645;-0,0515889385
2019-05-01;-0,0173352345;0,0497136586;0,074000015;0,0884384411;0,037775446;0,0421390588;0,0898909117;0,0795604469;0,1049242634;0,0361655948;0,0040877504;0,0560492139;0,0045803583;-0,03926097;0,0339310207;0,0075697409;0,1117973715;-0,0118265659;0,1680555556;0,0946083418;0,0262315478;-0,0688911174;0,0464570329;-0,0516451479;0,1124272039;0,1020028587;0,0028;-0,0403538843;0,0893759512;0,1636204932
2019-06-01;-0,2096410462;0,1119598137;-0,0824022195;-0,1884397348;-0,1152679474;0,0570607336;-0,1870882823;-0,1814603544;-0,209804628;0,0391085023;-0,1857782603;-0,1542071197;0,0119350945;-0,025083612;-0,1318035903;-0,1071570143;-0,0797221944;-0,0968528169;-0,2675386445;-0,2081783922;0,0081047572;-0,0927486855;-0,0363228969;-0,0272288098;-0,0434631167;-0,0537755116;-0,10331073;0,0571170889;-0,107198115;0,0792820212
2019-07-01;0,1920581675;0,0755642787;0,0826990741;0,1048784258;0,1714285714;0,0320388641;0,0781198691;0,0752776801;0,0845987455;0,0133548682;0,1536666667;0,1230151138;0,016432547;0,0366638079;0,0786723239;0,064105403;0,0968910022;0,0623313129;0,0779220779;-0,1138498173;0,1131725624;0,0773698402;0,040484003;-0,0158013995;0,1184306956;0,0445544554;0,1699288256;-0,0912571194;0,086548159;0,0464310247
2019-08-01;-0,1160462007;0,0554744964;-0,0171040024;-0,0738461385;-0,0486179187;-0,0131702818;0,0072159203;-0,0413261459;-0,065;0,0143770211;0,017480497;0,0034071891;-0,0299869622;-0,0647362978;-0,1025640642;-0,0553532411;-0,1059438222;0,0725340593;0,0471084337;-0,0503311258;-0,0411110778;0,000647024;-0,0286225797;0,1238532626;-0,0975689248;-0,0957345782;-0,119391635;0,0365168063;0,0026596344;-0,0072848079
2019-09-01;0,0152710106;-0,0719226042;-0,0460071228;-0,0016611794;0,1546744199;0,0905624387;-0,0970149254;-0,1166157348;-0,0837433369;0,0586613937;-0,0681527758;0,0173174188;0,0181451613;-0,0701017249;-0,0292063492;-0,0320520101;-0,0372422574;-0,0152918262;-0,091358877;-0,0230125523;-0,0081112917;0,0448275417;0;0,0628571837;-0,0231423335;-0,0511530912;-0,0414507772;0,021680285;-0,0340848733;-0,0333555717
2019-10-01;0,1077146747;0,0730253593;0,0722138759;0,0728786214;-0,0398163866;-0,054195847;0,0727273058;0,0793882221;0,0716703647;0,0654518646;0,0527197928;0,0243658887;0,0165016502;0,0600475624;0,0091563277;-0,0183204601;0,0677749669;-0,0048119203;0,0553374066;0,0381870093;0,0394275708;0,0726072718;0,0953038549;0,1036865936;0,0029613086;0,0894830564;0,1495495495;0,0316091056;0,073733281;0,0220842797
2019-11-01;-0,0536574901;-0,0347222222;0,0256350497;0,0632753538;0,082010155;-0,0184842889;0,0614791506;0,0300270332;0,1449733612;-0,0321117347;-0,0544217687;0,0397523285;0,0292207792;0,0174985979;0,0531432104;0,096673286;0,0005986976;0,0274725275;0,042956686;0,0745960811;0,0044956618;0,0336538462;0,0508617331;-0,046624913;0,0970659281;0,0482660095;0,0156739812;0,0284980085;0,1003837123;-0,2272113953
2019-12-01;-0,0155056241;0,0215827338;-0,0109066529;-0,0045215579;-0,020373272;-0,0047080981;0,065321528;-0,0294792492;-0,0275875185;0,0050487705;0,0048982091;0,0634597618;-0,0347003155;0,0640502701;0,0273846;0,0506289187;0,0041892133;0,033582877;0,1176943674;0,1164428023;0,042237779;-0,0125581209;0,045599976;-0,0200729927;0,0378469296;0,132907781;-0,1176697531;-0,015625;0,0208017831;0,0484928191
2020-01-01;-0,0256229425;0,020422493;0,0034458995;-0,0131868425;0,0589004637;0,0089877486;-0,0034064587;-0,0275058647;-0,0340442568;0,0057408537;0,0536176695;0,0022100191;-0,0477124183;-0,0132615002;-0,0122791257;0,0096579274;-0,0321812262;-0,0459437298;0,045290736;-0,0595989078;0,024154589;-0,0075365425;0,0061209106;0,0186219739;-0,0249594972;-0,0049522027;0,0529077394;0,0158730159;0,0031876823;-0,1041666667
2020-02-01;-0,0808203358;-0,0139751145;-0,0086996065;-0,0910170331;0,0092021016;-0,0407876129;-0,1203172426;-0,1065417212;-0,1518128246;0,0560114615;0,1997976001;-0,0708614567;0,0074124914;0,0751784964;0,0542753495;-0,0814069151;-0,0588054196;-0,0021691649;-0,0334810455;-0,1569165143;-0,0306604083;0,099193215;0,0136882357;0,1513711152;-0,0116356549;-0,0447914961;-0,0776578073;0,0770833542;-0,0781888198;0,2325581395
2020-03-01;-0,0761154108;-0,114435685;-0,0832332748;-0,1179353297;-0,1007076851;-0,0721408092;-0,0767795198;-0,0095164398;-0,0925373134;-0,0209459865;-0,0360284372;-0,1588607595;0,0058591089;0,028515625;0,0020132154;-0,0638897697;-0,1036964361;-0,1065217717;-0,010697861;-0,136610047;-0,0689375518;-0,0500863804;-0,1335334028;-0,0142902191;-0,0497813496;-0,1646604563;-0,1850517785;-0,0520310048;-0,0489967171;-0,0905660377
